,name,time,inlier,requires_grad
0,vit_s_8,460.9388122558594,False,False
1,vit_s_8,24.378976821899414,True,False
2,vit_s_8,24.314912796020508,True,False
3,vit_s_8,24.44361686706543,True,False
4,vit_s_8,24.346431732177734,True,False
5,vit_s_8,24.07587242126465,True,False
6,vit_s_8,24.182207107543945,True,False
7,vit_s_8,24.402240753173828,True,False
8,vit_s_8,24.284832000732422,True,False
9,vit_s_8,24.236127853393555,True,False
10,vit_s_8,24.19705581665039,True,False
11,vit_s_8,24.28278350830078,True,False
12,vit_s_8,24.293312072753906,True,False
13,vit_s_8,24.213375091552734,True,False
14,vit_s_8,24.187744140625,True,False
15,vit_s_8,24.23801612854004,True,False
16,vit_s_8,24.313247680664062,True,False
17,vit_s_8,24.246335983276367,True,False
18,vit_s_8,24.19811248779297,True,False
19,vit_s_8,24.20742416381836,True,False
20,vit_s_8,24.298368453979492,True,False
21,vit_s_8,24.23967933654785,True,False
22,vit_s_8,24.21049690246582,True,False
23,vit_s_8,24.16966438293457,True,False
24,vit_s_8,24.30182456970215,True,False
25,vit_s_8,24.268224716186523,True,False
26,vit_s_8,24.556703567504883,False,False
27,vit_s_8,24.19968032836914,True,False
28,vit_s_8,24.317983627319336,True,False
29,vit_s_8,24.345792770385742,True,False
30,vit_s_8,24.325183868408203,True,False
31,vit_s_8,24.180255889892578,True,False
32,vit_s_8,24.331392288208008,True,False
33,vit_s_8,24.26755142211914,True,False
34,vit_s_8,24.216064453125,True,False
35,vit_s_8,24.167680740356445,True,False
36,vit_s_8,24.371360778808594,True,False
37,vit_s_8,24.250751495361328,True,False
38,vit_s_8,24.200895309448242,True,False
39,vit_s_8,24.181215286254883,True,False
40,vit_s_8,24.323455810546875,True,False
41,vit_s_8,24.245376586914062,True,False
42,vit_s_8,24.19651222229004,True,False
43,vit_s_8,24.162944793701172,True,False
44,vit_s_8,24.352447509765625,True,False
45,vit_s_8,24.25823974609375,True,False
46,vit_s_8,24.210432052612305,True,False
47,vit_s_8,24.18524742126465,True,False
48,vit_s_8,24.37228775024414,True,False
49,vit_s_8,24.263935089111328,True,False
50,vit_s_8,24.20275115966797,True,False
51,vit_s_8,24.15305519104004,True,False
52,vit_s_8,24.358047485351562,True,False
53,vit_s_8,24.283552169799805,True,False
54,vit_s_8,24.233983993530273,True,False
55,vit_s_8,24.208160400390625,True,False
56,vit_s_8,24.36832046508789,True,False
57,vit_s_8,24.297632217407227,True,False
58,vit_s_8,24.22972869873047,True,False
59,vit_s_8,24.191295623779297,True,False
60,vit_s_8,24.3701114654541,True,False
61,vit_s_8,24.260448455810547,True,False
62,vit_s_8,24.26812744140625,True,False
63,vit_s_8,24.180255889892578,True,False
64,vit_s_8,24.347200393676758,True,False
65,vit_s_8,24.28201675415039,True,False
66,vit_s_8,24.245248794555664,True,False
67,vit_s_8,24.217472076416016,True,False
68,vit_s_8,24.24550437927246,True,False
69,vit_s_8,24.30575942993164,True,False
70,vit_s_8,24.23468780517578,True,False
71,vit_s_8,24.195968627929688,True,False
72,vit_s_8,24.22902488708496,True,False
73,vit_s_8,24.319456100463867,True,False
74,vit_s_8,24.2607364654541,True,False
75,vit_s_8,24.220064163208008,True,False
76,vit_s_8,24.200864791870117,True,False
77,vit_s_8,24.30659294128418,True,False
78,vit_s_8,24.266368865966797,True,False
79,vit_s_8,24.212575912475586,True,False
80,vit_s_8,24.23593521118164,True,False
81,vit_s_8,24.33203125,True,False
82,vit_s_8,24.323904037475586,True,False
83,vit_s_8,24.22140884399414,True,False
84,vit_s_8,24.187488555908203,True,False
85,vit_s_8,24.341440200805664,True,False
86,vit_s_8,24.259872436523438,True,False
